timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1650284134071,92,Navigate to Private chat,200,OK,Notification 4-1,text,true,,18294,869,1,3,https://stagingapi.cicle.app/v2/chats/62517761e1a7f40a8f2cbb54?limit=20,63,0,0
1650284134163,1129,Notification comment,200,OK,Notification 4-1,text,true,,213513,847,1,3,https://stagingapi.cicle.app/api/v1/notifications,697,0,0
1650284135293,26313,Navigate to comment,200,OK,Notification 4-1,text,true,,3713274,882,1,3,https://stagingapi.cicle.app/v2/events/62522f74e6338f164906e295/occurrences/20220413,21114,0,0
1650284106903,61448,Archieve Schedule event,200,OK,Schedule 3-2,text,true,,2170694,1071,2,2,https://stagingapi.cicle.app/api/v1/events/6252eab1e1a7f483612f0400/archived,58707,0,60
1650284122886,50389,schedule,200,OK,Schedule 3-1,text,true,,5030501,949,2,2,https://stagingapi.cicle.app/api/v1/schedules/624efe4a3ddcc17d0eb91efd/occurrences?fromDate=2022-03-31T17:00:00.000Z&untilDate=2022-05-30T17:00:00.000Z,42333,0,0
1650284173276,17407,Create Event Schedule,200,OK,Schedule 3-1,text,true,,302738,1071,2,2,https://stagingapi.cicle.app/api/v1/schedules/624efe4a3ddcc17d0eb91efd/events,16571,0,57
1650284168352,50065,schedule,200,OK,Schedule 3-2,text,true,,5030502,949,2,2,https://stagingapi.cicle.app/api/v1/schedules/624efe4a3ddcc17d0eb91efd/occurrences?fromDate=2022-03-31T17:00:00.000Z&untilDate=2022-05-30T17:00:00.000Z,26638,0,110
1650284218418,18313,Create Event Schedule,200,OK,Schedule 3-2,text,true,,302738,1071,2,2,https://stagingapi.cicle.app/api/v1/schedules/624efe4a3ddcc17d0eb91efd/events,16353,0,0
1650284190683,47788,Archieve Schedule event,200,OK,Schedule 3-1,text,true,,2170694,1071,2,2,https://stagingapi.cicle.app/api/v1/events/6252eab1e1a7f483612f0400/archived,29562,0,0
1650284236732,50860,Archieve Schedule event,200,OK,Schedule 3-2,text,true,,2170693,1071,2,2,https://stagingapi.cicle.app/api/v1/events/6252eab1e1a7f483612f0400/archived,39155,0,137
1650284238471,74503,schedule,200,OK,Schedule 3-1,text,true,,5033236,949,2,2,https://stagingapi.cicle.app/api/v1/schedules/624efe4a3ddcc17d0eb91efd/occurrences?fromDate=2022-03-31T17:00:00.000Z&untilDate=2022-05-30T17:00:00.000Z,47582,0,68
1650284287593,28982,schedule,200,OK,Schedule 3-2,text,true,,5033236,949,2,2,https://stagingapi.cicle.app/api/v1/schedules/624efe4a3ddcc17d0eb91efd/occurrences?fromDate=2022-03-31T17:00:00.000Z&untilDate=2022-05-30T17:00:00.000Z,22391,0,0
1650284312975,12986,Create Event Schedule,200,OK,Schedule 3-1,text,true,,302738,1071,2,2,https://stagingapi.cicle.app/api/v1/schedules/624efe4a3ddcc17d0eb91efd/events,12461,0,106
1650284316576,24725,Create Event Schedule,200,OK,Schedule 3-2,text,true,,302738,1071,2,2,https://stagingapi.cicle.app/api/v1/schedules/624efe4a3ddcc17d0eb91efd/events,24080,0,87
1650284325961,33957,Archieve Schedule event,200,OK,Schedule 3-1,text,true,,2170694,1071,2,2,https://stagingapi.cicle.app/api/v1/events/6252eab1e1a7f483612f0400/archived,31303,0,0
1650284341302,39026,Archieve Schedule event,200,OK,Schedule 3-2,text,true,,2170694,1071,2,2,https://stagingapi.cicle.app/api/v1/events/6252eab1e1a7f483612f0400/archived,28158,0,0
1650284359919,41011,schedule,200,OK,Schedule 3-1,text,true,,5035970,949,2,2,https://stagingapi.cicle.app/api/v1/schedules/624efe4a3ddcc17d0eb91efd/occurrences?fromDate=2022-03-31T17:00:00.000Z&untilDate=2022-05-30T17:00:00.000Z,32395,0,0
1650284400931,17546,Create Event Schedule,200,OK,Schedule 3-1,text,true,,302737,1071,2,2,https://stagingapi.cicle.app/api/v1/schedules/624efe4a3ddcc17d0eb91efd/events,16750,0,102
1650284380328,48987,schedule,200,OK,Schedule 3-2,text,true,,5035970,949,2,2,https://stagingapi.cicle.app/api/v1/schedules/624efe4a3ddcc17d0eb91efd/occurrences?fromDate=2022-03-31T17:00:00.000Z&untilDate=2022-05-30T17:00:00.000Z,21819,0,65
1650284418478,24923,Archieve Schedule event,200,OK,Schedule 3-1,text,true,,2170694,1071,2,2,https://stagingapi.cicle.app/api/v1/events/6252eab1e1a7f483612f0400/archived,21589,0,0
1650284429315,23925,Create Event Schedule,200,OK,Schedule 3-2,text,true,,302738,1071,1,1,https://stagingapi.cicle.app/api/v1/schedules/624efe4a3ddcc17d0eb91efd/events,22189,0,0
1650284453240,32843,Archieve Schedule event,200,OK,Schedule 3-2,text,true,,2170694,1071,1,1,https://stagingapi.cicle.app/api/v1/events/6252eab1e1a7f483612f0400/archived,19954,0,83
